blue,brightness,green,greenness,landcover,nbr,ndmi,ndvi,nir,red,swir1,swir2,wetness
202,2409.1611,430,1537.478,forest,0.5728858,0.34345138,0.7246978,2390,381.5,1168,649,-482.5703
136,2387.8044,340.5,1521.9262,forest,0.7098184,0.4730591,0.8517844,2542.5,203.5,909.5,431.5,-472.8455
211.5,3138.8453,387.5,2451.0091,forest,0.7212916,0.40842274,0.8861399,3545,214,1489,574,-694.5108
210,1504.1079,383,674.049,forest,0.7089881,0.41173416,0.850919,2719,219,1133,463,-235.2303
229,1637.3001,425,857.7486,forest,0.6910688,0.37800756,0.87652314,3465,228,1564,633,-229.4695
213.5,2322.6553,360.5,1551.4707,forest,0.737746,0.42130625,0.8924232,3465.5,197,1411,523,-507.2517
191,2947.3227,346,2120.8408,forest,0.7396859,0.41717258,0.88929033,3268,191.5,1344,489,-773.1067
208.5,3024.6495,391.5,2182.0247,forest,0.72508425,0.39105114,0.89051574,3583,207.5,1568.5,571,-800.8274
310,2015.6913,609,1353.2287,forest,0.673428,0.36101183,0.8860735,4950,299,2324,966,-419.8236
233,1825.007133,447,1044.958988,forest,0.6907471,0.40382427,0.8453022,3083.5,258.5,1309.5,564,-377.6085522
331,2694.388372,718,1824.78929,forest,0.6159522,0.29786932,0.83702815,4599,408,2488,1093,-673.170622
310,2687.807979,566,1823.502058,forest,0.45124063,0.14552493,0.69875044,2515,446,1876,951,-664.7045529
386,2293.6867,675,1611.9934,forest,0.57973355,0.28022248,0.8036414,3913,426,2200,1041,-494.3147
240.5,2623.0534,376,1888.0859,forest,0.71396977,0.38365403,0.88973176,3487.5,203.5,1553.5,582,-582.4013
255,2532.8512,397,1775.3744,forest,0.6518947,0.32954252,0.836487,2572,229,1297,542,-594.5667
247.5,1480.3744,420,578.4036,forest,0.7098675,0.42035723,0.8653599,2902.5,209.5,1184.5,492.5,-297.1018
137,1587.14938,304,907.8814635,forest,0.7533077,0.4857143,0.8372093,2054,182,711,289,-310.5599231
280.5,2685.998503,568,1826.160791,forest,0.67791504,0.37496808,0.86003685,4040,304,1836.5,775.5,-660.9305114
310,2682.51691,582,1822.206758,forest,0.6139268,0.2849123,0.8227974,3662,356,2038,876,-660.3685239
213,2476.8528,425,1838.7866,forest,0.7153008,0.3986095,0.8800623,3621,231,1557,601,-458.645
179,681.3891655,337,146.3778094,forest,0.6875862,0.41363373,0.86509144,2447,177,1015,453,-75.21786667
189,2412.3126,403.5,1540.509,forest,0.60633105,0.35569134,0.7686318,2385,312,1133.5,584.5,-483.9048
236,2146.684,546,910.3732,forest,0.6946188,0.3908723,0.86111796,3779,282,1655,681,-420.6241
281.5,2688.1748,573,1897.813,forest,0.6716736,0.34765625,0.8638574,4312.5,315,2087.5,847,-674.4643
295.5,1467.744278,514,432.2304584,forest,0.6806811,0.3929785,0.87830377,3997.5,259,1742,759.5,-348.4811086
259,2367.5679,658,1586.3759,forest,0.66989744,0.36266604,0.85763633,4436.5,340,2075,877,-518.1818
205,2251.515,386.5,1073.7957,forest,0.71606034,0.41206536,0.8944533,3868,215.5,1610.5,640,-460.5532
271.5,2378.5145,627,1594.5718,forest,0.64576805,0.33439237,0.8551237,4200,328,2095,904,-522.183
146,2466.9277,352,1854.7554,forest,0.686328,0.3955982,0.84897196,2473,202,1071,460,-534.6825
271,2685.115479,606.5,1825.370104,forest,0.7071557,0.40939596,0.87266695,4515,307,1892,774.5,-660.4113553
240,2162.9915,418,1488.4656,forest,0.70412844,0.3921679,0.8757889,3715,246,1622,645,-358.279
191,1826.15083,373,1046.540761,forest,0.7382708,0.47726363,0.8574782,2769.5,212.5,980,417,-377.2910024
219,2963.2252,466,2134.5941,forest,0.693938,0.38339847,0.87630945,3716.5,245,1656.5,671.5,-778.0339
246,2503.8589,549,1894.9752,forest,0.68625635,0.3699248,0.85068566,3644,294,1676,678,-539.7251
273,1894.6524,485,1102.0043,forest,0.6502123,0.3641948,0.82453054,3109,299,1449,659,-365.3675
155,2021.704,429,1236.0745,forest,0.6787814,0.3764242,0.8591299,3141,238,1423,601,-408.8196
279,2840.8277,602,2035.7737,forest,0.5511139,0.22553052,0.7977799,3725,419,2354,1078,-727.9322
215,1551.6611,423,547.4115,forest,0.69465154,0.42258504,0.84084505,2614,226,1061,471,-336.9255
212,2230.6353,396,1557.4948,forest,0.60832137,0.31264636,0.7878788,2242,266,1174,546,-509.8868
154,2716.5627,346.5,1842.6197,forest,0.7254746,0.41221207,0.882404,3249.5,203,1352.5,517,-725.6847
190,1535.6426,408,708.7832,forest,0.70797765,0.41684982,0.84894836,2901,237,1194,496,-245.117
272,2262.0676,591,975.0551,forest,0.5610575,0.2580318,0.8010167,3720,411,2194,1046,-458.5905
390,815.2108,679,-70.5845,forest,0.5970696,0.34202427,0.79163647,3706,431,1817,935,-164.7733
239,2699.7473,438.5,1867.7906,forest,0.7439129,0.4414335,0.8911407,4082.5,235,1582,599.5,-701.7205
227,3063.2256,419.5,2209.6667,forest,0.64701545,0.3046016,0.86977136,3352.5,233.5,1787,718.5,-817.1752
164,949.6348,377,-20.7019,forest,0.68943465,0.39855993,0.87827075,3302,214,1420,607,-36.5639
208.5,2662.526512,406,1820.887053,forest,0.7210856,0.429926,0.8645959,3091.5,224.5,1232.5,501,-635.3712384
187.5,3253.9624,392,2292.2514,forest,0.71233547,0.4120012,0.887411,3512,209.5,1462.5,590,-865.019
211,2686.721456,424,1822.871042,forest,0.7202548,0.39532962,0.8698422,3376,235,1463,549,-664.2167733
180,1309.1971,352,384.5951,forest,0.72868216,0.4272,0.88469666,3122,191,1253,490,-125.7993
165,1569.8654,361,746.6827,forest,0.68501055,0.38021675,0.87766623,2993,195,1344,559.5,-256.0439
232.5,2324.5277,412.5,1018.8317,forest,0.61902434,0.2951878,0.85540146,3310.5,258,1801.5,779,-475.3251
241.5,2300.983,555,1521.0372,forest,0.69534725,0.3843672,0.8762436,4290.5,283,1908,771,-496.3872
234.5,799.9614,440,70.8749,forest,0.71582615,0.39838886,0.8824399,3819,238.5,1643,632.5,-118.6113
246,2161.5309,498,1486.8778,forest,0.7129246,0.4028838,0.8864051,4135,249,1760,693,-357.9172
165,2698.5991,358,1866.2026,forest,0.7267668,0.4133455,0.879467,3103,199,1288,491,-702.0393
352,2694.7912,713,1924.7347,forest,0.4385278,0.15190469,0.7346553,3674,562,2705,1434,-663.6126
176,2148.6999,401.5,1369.8373,forest,0.6942183,0.40770465,0.86227816,3069.5,227,1291.5,554,-598.2696
159,2270.6871,397,1565.6725,forest,0.72359616,0.41451767,0.8628931,2962,218,1226,475,-528.352
167,1609.0432,401,791.9107,forest,0.69996727,0.42036125,0.8358684,2595,232,1059,458,-269.93
212,2234.3538,390,1557.8574,forest,0.6196455,0.35203454,0.7902041,2193,257,1051,515,-512.2878
194.5,2618.1985,333.5,1879.2262,forest,0.69551873,0.3647931,0.87381274,2762,186,1285.5,496,-583.4133
153.5,2715.1842,333,1841.1763,forest,0.72502416,0.41109982,0.89008325,3121,181.5,1302.5,497.5,-725.3926
103,2242.1849,247,1557.0133,forest,0.6982097,0.43567568,0.8154477,1328,135,522,236,-516.7369
265,2832.9003,571,1535.0701,forest,0.5583685,0.24727955,0.7914309,3324,387,2006,942,-669.6796
244,2745.7593,469,1837.8708,forest,0.6214807,0.26680243,0.8304885,3110,288,1800,726,-747.2966
139,2674.4228,318,1715.4531,forest,0.66459143,0.38,0.83526385,2139,192,961,431,-745.0055
306.5,2210.1568,571.5,1441.5153,forest,0.6917351,0.3841949,0.8727945,4431.5,301,1971.5,807.5,-475.7787
159.5,967.158,316.5,10.2232,forest,0.7832744,0.5254408,0.89190876,3028,173,942,368,-40.3345
220.5,2313.6421,485.5,1535.3874,forest,0.73715514,0.4281821,0.8979548,4454.5,239.5,1783.5,674,-500.4251
176,2676.632,357.5,1997.9013,forest,0.71925616,0.40628067,0.8929987,3582.5,202.5,1512.5,585,-563.1478
276.5,2167.5525,546,1397.1312,forest,0.51925176,0.20049909,0.7676653,3127,411,2082.5,989.5,-595.8804
200,2549.3791,402.5,1726.2077,forest,0.653379,0.36023572,0.8169062,2654.5,267.5,1248.5,556.5,-615.0333
96.5,2671.8383,288,1709.7537,forest,0.79042643,0.5435174,0.89778596,2571.5,138.5,760.5,301,-744.7375
202,1805.5969,422,1006.3825,forest,0.7053643,0.40748897,0.86351705,3195,234,1345,552,-335.6006
201.5,2228.8098,418.5,1571.9124,forest,0.66077083,0.37378716,0.78614336,2230,267,1016.5,455.5,-493.6032
160,2413.5935,377,1774.0969,forest,0.6954704,0.4161816,0.8300113,2433,226,1003,437,-539.2658
265,2147.9934,585,1371.4068,forest,0.55206287,0.23458934,0.8096208,3555,374,2204,1026,-597.9419
290,2508.602,671,1848.6024,forest,0.68483996,0.35963666,0.8612784,4790,357,2256,896,-568.2615
230,2755.5048,393,1951.8975,forest,0.7147208,0.38983747,0.8824185,3378,211,1483,562,-704.7362
209.5,2613.5647,397,1873.32,forest,0.69178516,0.35468924,0.88110226,3362,212.5,1601.5,612.5,-581.5662
215.5,2762.1008,393,1943.2798,forest,0.6514814,0.345096,0.83115506,2592,239,1262,547,-715.0758
193,2486.5536,455.5,1882.3021,forest,0.7168881,0.40704313,0.8911709,4005.5,230.5,1688,660.5,-534.7308
253.5,2565.322,432.5,1689.7507,forest,0.6450729,0.34109622,0.84259856,2850.5,243.5,1400.5,615,-652.7035
271,2691.660312,507,1831.415403,forest,0.6517486,0.33057526,0.8343292,3377,305,1699,712,-662.3295035
146,1762.2021,303.5,778.9345,forest,0.75686,0.4977791,0.8677991,2529,179,848,350,-365.2755
166,1601.878,366,782.5313,forest,0.7435314,0.45653206,0.8729383,3066,208,1144,451,-266.5148
639,2027.3703,948,1363.2945,forest,0.60516727,0.33922896,0.7724945,4846,622,2391,1192,-423.7081
182.5,2289.7445,385.5,1556.9173,forest,0.7456588,0.4822203,0.84391296,2563.5,217,895.5,373.5,-550.6647
279.5,2104.1911,401.5,1491.0805,forest,0.69070995,0.3990625,0.80342394,2238.5,244,961.5,409.5,-415.1541
210,2081.6384,400,1306.8421,forest,0.6981132,0.40655956,0.86134577,3195,238,1348,568,-428.9509
390,2576.271,728,1700.9672,forest,0.5758877,0.2826993,0.8321813,4771,437,2668,1284,-653.884
143,2450.8946,310,1695.4194,forest,0.7462619,0.46763137,0.8326201,1927,176,699,280,-555.3719
223.5,2714.4885,358.5,1459.6354,forest,0.70407474,0.4042838,0.8729356,3147,213.5,1335,546.5,-645.412
163,2699.7473,359,1867.7906,forest,0.7431847,0.41920763,0.8869277,3421,205,1400,504,-701.7205
133.5,1514.9832,303.5,674.9078,forest,0.78866076,0.5403082,0.8648861,2374,172,708.5,280.5,-243.0269
245,2677.7167,439,2051.7775,forest,0.67045194,0.36167,0.86639047,3604,258,1689.5,711,-508.0934
184.5,2948.2092,368,2121.6346,forest,0.72639596,0.41178912,0.8939162,3401,190.5,1417,539,-773.6279
199.5,1048.6389,407,27.99548157,forest,0.6688638,0.39042887,0.85067874,2658.5,214.5,1165.5,527.5,-247.6055749
231,2764.2896,415,1944.5855,forest,0.71949947,0.39332488,0.86749715,3298,234,1436,538,-715.9161
260.5,2639.6791,447.5,1878.4936,forest,0.7148446,0.40516475,0.88552994,3945,239.5,1670,656,-641.6317
207,2231.4137,377,1558.1285,forest,0.58034635,0.28994083,0.76677173,1962,259,1080,521,-509.6959
414,1746.582591,684,1085.581457,forest,0.38972068,0.12246187,0.6920147,3109.5,566,2431,1365.5,-345.5645098
241.5,2536.7032,493,1764.755,forest,0.6651652,0.34447524,0.85407215,3881.5,305.5,1892.5,780.5,-597.5952
150,2166.967,306,1483.9634,forest,0.6439195,0.33499113,0.8075998,1879,200,936,407,-455.0125
186,2368.2504,397,1599.6613,forest,0.5917465,0.2953523,0.77267134,2160,277,1175,554,-571.8965
132.5,2210.7592,277,1636.8858,forest,0.71659917,0.43421754,0.84897864,2014,164.5,794.5,332.5,-464.507
390,2467.5144,715.5,1162.8046,grassland,0.4059678,0.13170578,0.6969553,3581,639.5,2747.5,1513,-528.9826
243.5,2143.2779,603.5,1367.0697,grassland,0.72233754,0.42770168,0.89795023,5393.5,290,2162,869.5,-597.1283
439.5,2510.4796,663.5,1183.697,grassland,0.123839386,-0.11516187,0.492155,2330,793,2936.5,1816.5,-537.5007
403,2521.7645,802,1195.3321,grassland,0.32860717,0.050618302,0.65764827,3186,658,2879,1610,-541.7381
261,3150.7034,577,2251.8236,grassland,0.57304966,0.23382162,0.78967184,3327,391,2066,903,-849.52
237,2989.8306,534.5,1990.6877,grassland,0.5558795,0.24712756,0.7774077,3202,401,1933,914,-767.6519
207,3144.8485,539,2520.2077,grassland,0.650838,0.35550457,0.8152035,3546,361,1686,750,-671.0805
476.5,3226.6638,723,1801.7313,grassland,0.19099344,-0.038545854,0.54657656,2631.5,771.5,2842.5,1787.5,-768.4706
453,3509.7794,829.5,2011.9198,grassland,0.4252345,0.13755138,0.69655174,3874.5,693,2937.5,1562.5,-862.172
470,3228.6985,743,1804.1131,grassland,0.2292352,-0.021119842,0.58174604,2989.5,790.5,3118.5,1874.5,-768.673
270.5,1935.3675,547.5,1192.4544,grassland,0.5552654,0.2482319,0.8057345,3574,384.5,2152.5,1022,-518.3595
271,2347.443,572,1603.336,grassland,0.552638,0.2309175,0.7828029,3193,389,1995,920,-587.4452
305,2456.8914,658,1462.3405,grassland,0.65917987,0.35496423,0.85733336,4875.5,374.5,2321,1001.5,-686.4821
279.5,2756.0704,616,2152.8952,grassland,0.6322889,0.3171066,0.8056633,3842,413.5,1992,865.5,-537.361
424,2477.9428,722,1159.9999,grassland,0.36712497,0.06745714,0.6955969,3331,598,2910,1542,-528.3145
284,3130.6499,618,2510.5729,grassland,0.5716198,0.2580818,0.7964805,3522,399,2077,960,-665.9968
355,2433.4332,712,1134.836,grassland,0.5172953,0.21807343,0.7439353,3882,570,2492,1235,-518.4975
309,2451.1332,671.5,1460.3865,grassland,0.60201466,0.28945234,0.8079785,4373.5,464.5,2410,1086.5,-687.0752
350,2063.6258,620,1220.2403,grassland,0.40079615,0.13881792,0.69867885,3343,593,2528,1430,-604.691
274,2346.8906,559,1603.8294,grassland,0.64334285,0.33547238,0.83807653,3746,330,1864,813,-587.7554
296,3129.1893,596,2508.9851,grassland,0.567696,0.26238915,0.7855386,3630,436,2121,1001,-665.635
275,2778.3795,607,2174.6203,grassland,0.5631435,0.26664397,0.7953421,3719.5,424,2153.5,1039.5,-538.1964
295.5,1935.6897,672.5,1204.0744,grassland,0.57107896,0.2597923,0.7868244,3851.5,459.5,2263,1051.5,-515.0099
311,3231.7849,578,2580.669,grassland,0.6138255,0.29431897,0.82440907,3782,364,2062,905,-710.9947
399,2511.8531,624,1887.0953,grassland,0.13273212,-0.09964664,0.5087126,2229.5,726,2723,1707,-455.654
434.5,1534.144674,780,455.3677549,grassland,0.5598165,0.28154033,0.7890977,4759,561,2668,1343,-372.4573729
292.5,2743.9304,605.5,2141.4051,grassland,0.45670515,0.12974602,0.73640335,3280.5,498,2527,1223.5,-531.1515
356,2770.5125,656.5,2167.2522,grassland,0.41161618,0.098133765,0.67547685,3074.5,595.5,2525,1281.5,-536.0483
356,3600.5692,698,2089.8135,grassland,0.5102705,0.22118072,0.7338314,3713,570,2368,1204,-892.1921
402,2988.7787,741,1985.3556,grassland,0.3257732,0.05721802,0.6373822,3215,712,2867,1635,-768.3139
270,2196.9512,590,1431.2092,grassland,0.64685076,0.3328032,0.83369803,4190,380,2097.5,898.5,-595.3831
286,2429.0037,700,1128.7695,grassland,0.60181713,0.29099014,0.80222225,4055,445,2227,1008,-516.6189
240,3147.4259,551,2522.4447,grassland,0.65744454,0.36463225,0.82979715,3924,365,1827,811,-672.5744
378,986.667,712.5,32.7662,grassland,0.49715766,0.18065277,0.7445671,3753,549.5,2604.5,1260.5,-73.3607
363.5,989.8185,678,35.7972,grassland,0.46982715,0.17239101,0.7277041,3550,559.5,2506,1280.5,-74.6952
299,3236.6516,602,2582.6196,grassland,0.5448484,0.22205207,0.7615894,3591,486,2286,1058,-713.0769
256,2196.9512,671,1431.2092,grassland,0.6773707,0.36720908,0.8417951,4453,382.5,2061,856.5,-595.3831
517,3229.0109,776,1804.1129,grassland,0.19866024,-0.051829774,0.53265524,2863,873,3176,1914,-769.3536
478.5,2385.4757,738.5,1702.6969,grassland,0.17744125,-0.07118142,0.56149584,2818.5,791.5,3250.5,1969,-422.6498
419,3234.8432,722,1809.0992,grassland,0.35269538,0.11910112,0.6152695,3237,771,2548,1549,-771.2993
428,1642.824842,764,709.8790082,grassland,0.61642915,0.33158404,0.82233983,4821,470,2420,1144,-367.2712698
384,2519.4417,714,1190.4269,grassland,0.32679096,0.043209877,0.6215892,2704,631,2480,1372,-540.6301
381,3606.5024,721,2094.9212,grassland,0.5319435,0.2308761,0.7604328,3986.5,542.5,2491,1218,-894.989
438,2472.8533,785,1146.2029,grassland,0.2697491,0.042382978,0.57997936,3062,814,2813,1761,-523.6876
332,989.8185,644.5,35.7972,grassland,0.5116182,0.20944645,0.77006984,3610.5,469,2360,1166.5,-74.6952
328,2788.7519,606.5,2185.4459,grassland,0.50317967,0.22206964,0.75906974,3782,518,2407.5,1250,-541.2702
424,2447.9817,758.5,1457.3555,grassland,0.40274078,0.105942376,0.7014891,3685,646.5,2979,1569,-685.7407
374.5,2765.9004,632,2162.6334,grassland,0.30912203,0.030116424,0.5955291,2676.5,678.5,2520,1412.5,-534.352
393,3515.1742,815,2015.9006,grassland,0.32145622,0.06541764,0.655507,3412,710,2993,1752,-864.169
176,2027.2785,373,1254.6093,grassland,0.7099172,0.40229884,0.9057988,4026,199,1716,683,-572.2725
287,3249.0245,639.5,2590.1541,grassland,0.58070827,0.27771628,0.8013378,4039.5,445.5,2283.5,1071.5,-719.5215
369.5,2469.9677,715.5,1152.4717,grassland,0.4300021,0.158651,0.69590497,3427,614.5,2488.5,1366,-525.4543
228,3550.1636,579,2045.9504,grassland,0.67641324,0.39660773,0.8393536,3870,338,1672,747,-875.3261
314.5,3633.7039,642.5,2119.8448,grassland,0.66419125,0.3807198,0.8379676,4594,405,2060.5,927,-903.3403
363.5,2458.7678,721.5,1463.6464,grassland,0.6208539,0.30817083,0.823283,4679,453.5,2474.5,1094.5,-686.6418
372,3261.8939,710,1820.9559,grassland,0.4614349,0.20373891,0.7166742,3799,627,2513,1400,-777.6741
377.5,2454.0063,728,1460.5455,grassland,0.48426676,0.16541061,0.7361111,3750,570,2685.5,1303,-685.9024
540,2493.9247,812,1163.9654,grassland,0.21399266,-0.01558396,0.5028067,2811,930,2900,1820,-530.7893
439,2495.5529,671,1170.9206,grassland,0.16745713,-0.09176916,0.4939309,2400,813,2885,1711.5,-533.0253
400.5,2429.099,666,1444.3224,grassland,0.3414302,0.061910324,0.64527357,2954.5,637,2610,1450.5,-678.3925
274,2462.0608,465,1136.9309,grassland,0.3938563,0.16452795,0.72271186,2541,409,1823,1105,-520.3243
322,2450.0709,658.5,1138.0264,grassland,0.48456755,0.16123529,0.7293863,3403,532.5,2458,1181.5,-519.7794
413,2501.7478,668,1176.8225,grassland,0.23654628,-0.025814962,0.5539525,2585,742,2722,1596,-534.9822
252,3545.5732,603,2042.619,grassland,0.62961274,0.35415483,0.7979392,3577,402,1706,813,-873.7806
273,2743.9304,647,2141.4051,grassland,0.63901603,0.3337989,0.82813996,4297.5,404,2146.5,946.5,-531.1515
352,3643.5525,640,2127.3685,grassland,0.5953008,0.27815643,0.8010519,3938,435,2224,999,-906.9909
433,3252.0236,769,1812.1448,grassland,0.293783,0.004574854,0.5943916,3184,810,3155,1738,-773.8727
276.5,1949.5422,584,1206.3263,grassland,0.66846156,0.37878427,0.84792334,4338,357,1954.5,862,-524.7714
372,2428.0945,666,1107.4634,grassland,0.30760068,0.056807242,0.5962769,2744,694,2449,1453,-509.5803
342,2429.2918,716,1131.2929,grassland,0.50247806,0.19860098,0.74805945,3941,568,2635,1305,-517.5245
445.5,2452.6231,866,1458.6603,grassland,0.49485075,0.25177228,0.72365904,4282,686.5,2559.5,1447,-684.0155
212.5,3115.1805,533,2190.0125,grassland,0.61721635,0.2971096,0.8014184,3175,350,1720.5,751.5,-795.9393
293,2026.5244,620,1251.452,grassland,0.50450253,0.20049071,0.7456677,3425,499,2281,1128,-572.2384
444,2511.3007,650.5,1887.5887,grassland,0.13037959,-0.120592594,0.48449484,2226,773,2836.5,1712.5,-455.9642
226.5,2747.3986,550.5,2143.1642,grassland,0.6173558,0.31196687,0.82827467,3960.5,372,2077,937,-533.6582
237,2064.9613,524,1227.176,grassland,0.6915333,0.3969715,0.8861495,4705,284,2031,858,-610.3211
454,2474.8073,803,1169.3787,grassland,0.39945996,0.109620325,0.691839,3887,708,3119,1668,-531.2901
442,3612.4742,765,2101.0064,grassland,0.5174332,0.209103,0.7591916,4091,560,2676,1301,-896.1959
302.5,2734.4228,607,2130.0859,grassland,0.6430466,0.33806512,0.84275395,4336,370,2145,942,-528.4481
471.5,2514.9728,832,1203.4764,grassland,0.34630132,0.13158308,0.6424415,3599,783.5,2762,1747.5,-544.4826
379,3242.7177,725,1804.4763,grassland,0.38129497,0.06828528,0.66780734,3168,631,2763,1419,-771.5136
333,2426.8442,719,1130.5034,grassland,0.40682524,0.122442245,0.7142137,3401,567,2659,1434,-516.8935
350,2461.8976,688,1465.39,grassland,0.60154945,0.28610817,0.81810915,4548,455,2524.5,1131.5,-687.8255
320,3651.4195,632,2134.7366,grassland,0.552427,0.23648536,0.7594665,3694,505,2281,1065,-909.139
329,2489.0834,565,1738.1562,grassland,0.673855,0.39938188,0.83228415,4075,373,1749,794,-562.7902
349,1552.762101,690,591.2943365,grassland,0.5592776,0.29549837,0.7816463,3863.5,473.5,2101,1092,-352.5535157
535,2475.635,845,1148.2796,grassland,0.2018688,-0.034558248,0.4862783,3087,1067,3308,2050,-525.15
360.5,2562.3456,648,1271.5147,grassland,0.4194581,0.12189392,0.68948156,3104,570.5,2429.5,1269.5,-570.8999
291,1972.8972,700.5,1208.719,grassland,0.5629125,0.24529542,0.7755126,3788.5,479,2296,1059.5,-542.8613
325,3655.7192,705,2139.3556,grassland,0.45341098,0.14896415,0.7309884,3494,543,2588,1314,-910.1547
396,2452.5674,762,1460.2451,grassland,0.44047982,0.12469243,0.6923444,3542.5,644,2757,1376,-685.6914
352,1536.530315,652.5,458.6776894,grassland,0.61848575,0.33803007,0.84909195,4938,403,2443,1164,-372.5312886
255.5,2043.5323,547,1223.1,grassland,0.6507135,0.34514675,0.85775155,4251,325.5,2069.5,899.5,-596.4964
311,3605.1813,550,2094.4323,grassland,0.53028893,0.19635701,0.7920873,3284,381,2206,1008,-893.8884
432.5,2434.8832,686,1446.2921,grassland,0.4127294,0.15535685,0.72039944,3618,588,2645,1504,-678.4418
243.5,2348.6129,459,1606.2114,grassland,0.5959391,0.3075095,0.77856797,2751,342.5,1457,696.5,-587.2772
376.5,2776.9767,620,2175.7005,grassland,0.32121357,0.027913077,0.6183454,2743.5,647,2594.5,1409.5,-538.1293
280.5,1948.4254,613.5,1205.6771,grassland,0.5330908,0.21942836,0.7387155,3370.5,506.5,2157.5,1026.5,-523.6393
241,3114.2645,514,2173.1743,grassland,0.65685326,0.3277896,0.84421164,3433,290,1738,711,-802.9066
245,3201.8702,488,2257.6249,grassland,0.5658793,0.21804819,0.7932071,2983,344,1915,827,-900.8248
456,3619.9037,827,2107.369,grassland,0.42799038,0.17600487,0.6923751,3862,702,2706,1547,-898.3953
313,1939.4153,607.5,1207.8994,grassland,0.44490373,0.16736642,0.75247097,3058.5,432,2181.5,1175,-516.185
474.5,3506.2121,818,2009.1707,grassland,0.3788913,0.10902256,0.6882225,3687.5,681,2962.5,1661,-861.0396
322,1594.80832,645.5,656.086049,grassland,0.5707155,0.26962024,0.81744057,4012,403,2308,1096.5,-357.8720718
341,2540.6234,655.5,1253.7369,grassland,0.43644363,0.13584767,0.687245,3102,575,2360,1217,-561.7946
365,2450.3024,728.5,1458.0079,grassland,0.507396,0.19090196,0.7378963,3796,572.5,2579,1240.5,-684.8781
255,3242.7746,598,2586.3183,grassland,0.4485181,0.15168442,0.7331232,3299,508,2430,1256,-715.5524
300.5,2740.7789,670,2138.3741,grassland,0.64412415,0.3580586,0.81795895,4449,445.5,2103,963,-529.817
496.5,2770.2244,817.5,2164.7288,grassland,0.25554404,0.06993995,0.5253683,3029,942.5,2633,1796,-535.1427
218,3146.3091,524,2521.7955,grassland,0.64735985,0.35956997,0.81589746,3541,359,1668,758,-671.4423
404.5,2745.9651,679,2143.7869,grassland,0.50024897,0.21425118,0.7606358,3766,512,2437,1254.5,-531.3539
415,2448.1957,773,1456.8466,grassland,0.5475363,0.23123221,0.73980004,3784.5,566,2363,1106.5,-684.1075
284,2199.4017,606,1433.3091,grassland,0.62119967,0.31336328,0.81425285,3946,404,2063,922,-595.3834
371,1509.272195,663,586.9044392,grassland,0.45841393,0.19893993,0.71753985,3393,558,2267,1260,-335.536438
366,2445.926,736,1454.1676,grassland,0.579552,0.29209083,0.76018775,4125,562,2260,1098,-681.6994
305.5,3651.9936,635.5,2135.5306,grassland,0.6247651,0.3146607,0.8160513,4107,416,2141,948.5,-908.9796
281,3130.4456,652,2510.7332,grassland,0.51759785,0.19542459,0.73397076,3083,473,2075,980,-666.0283
269.5,2779.4243,560,2176.49,grassland,0.6139181,0.302177,0.8119298,3873,402,2075.5,926.5,-538.7603
282,2439.7813,694,1449.1815,grassland,0.7321369,0.45729065,0.8707825,5212,360,1941,806,-679.0731
311,2464.7827,653.5,1467.185,grassland,0.587627,0.2741829,0.8099113,4337,455.5,2470.5,1126.5,-688.4052
213.5,3102.4657,515,2166.4338,grassland,0.6624421,0.3424523,0.83755386,3410.5,301.5,1670.5,692.5,-796.3026
351,2467.0826,717,1150.6767,grassland,0.4784361,0.16444445,0.7355098,3668,559,2632,1294,-524.8746
361,3231.1027,759,2579.7149,grassland,0.6259622,0.3313279,0.8138173,4647,477,2334,1069,-710.442
395,1909.3981,664.5,1177.4177,grassland,0.23227145,-0.028483449,0.58046335,2524,670,2672,1572.5,-503.6616
414,3591.6071,738,2083.0836,grassland,0.5169255,0.20537974,0.7432494,3809,561,2511,1213,-889.0627
357,3251.7376,750,1813.8742,grassland,0.5972267,0.31536317,0.7806939,4953,610,2578,1249,-774.9377
425,990.3926,739,36.5912,grassland,0.3751209,0.09102072,0.69338894,3554,643.5,2961,1615,-74.5358
263,2351.7741,555.5,1608.8938,grassland,0.638925,0.3142162,0.8425926,3781,323,1973,833,-587.01
374,3514.3698,810,2015.2512,grassland,0.42674682,0.14587419,0.7054333,3798,656,2831,1526,-863.7175
415,3624.0451,788,2110.9121,grassland,0.5416817,0.28211284,0.7166968,4272,705,2392,1270,-899.3683
433.5,1935.5258,763.5,1193.5303,grassland,0.3579623,0.13155587,0.6304815,3225.5,731,2475.5,1525,-518.4022
360.5,986.667,672.5,32.7662,grassland,0.49571934,0.17735043,0.7524159,3581.5,506,2502.5,1207.5,-73.3607
225,3105.3704,530,2186.89,grassland,0.6524653,0.33643052,0.8317856,3452,317,1714,726,-789.6119
277,3171.7743,646,2049.8698,grassland,0.5399546,0.2509225,0.7445614,3729,546,2233,1114,-907.2181
338.5,2139.1241,619,1355.7174,grassland,0.48745558,0.17555952,0.7428716,3453.5,509.5,2422,1190,-600.5613
317.5,1934.7815,698.5,1201.9932,grassland,0.4776394,0.1656274,0.7290928,3411.5,534.5,2442,1206,-514.3379
392,2767.9351,651,2165.0152,grassland,0.32867303,0.044240963,0.61292243,2708.5,650,2479,1368.5,-534.5544
316.5,2743.3563,636,2140.6111,grassland,0.58686674,0.264425,0.8120759,3939,408.5,2291.5,1025.5,-531.3109
