blue,brightness,green,greenness,landcover,nbr,ndmi,ndvi,nir,red,swir1,swir2,wetness
315,2202.0712,446,1329.1787,wetlands,0.32493517,0.08957952,0.5964286,1788,452,1494,911,-590.1647
155,2693.0374,371.5,1921.412,wetlands,0.6903839,0.4210838,0.8411663,2399.5,207,977.5,439.5,-649.8475
156,2617.002,356,1782.3521,wetlands,0.684,0.3605725,0.85871965,2947,224,1385,553,-629.0187
144,2380.4717,352,1646.4755,wetlands,0.66888595,0.38387927,0.7845278,1880,227,837,373,-545.6216
337,2386.5614,575,1630.535,wetlands,0.49377593,0.16504854,0.75660163,3060,424,2193,1037,-513.5587
164,3145.1193,491,2248.5919,wetlands,0.5357686,0.20621638,0.7748461,3027,384,1992,915,-858.0142
202,3164.3957,355,2248.5792,wetlands,0.70793825,0.3987131,0.8789866,3152,203,1355,539,-874.6114
187,2548.5741,379,1766.2504,wetlands,0.6129247,0.31397557,0.82648057,2421,230,1264,581,-604.553
157.5,2642.275,402.5,1789.5257,wetlands,0.64056295,0.35378203,0.81259966,2273,235,1085,498,-645.887
384,1840.6376,636,1006.8125,wetlands,0.63942003,0.33230874,0.82417583,3901,376,1955,858,-360.74
268,1295.0355,592,420.1234,wetlands,0.65763813,0.36509636,0.8214286,3825,375,1779,790,-174.3168
309,2163.4272,564,1360.0276,wetlands,0.494601,0.21859567,0.6784975,2837.5,543.5,1819.5,959.5,-494.13
151,2634.1149,326,1780.4246,wetlands,0.691954,0.37643602,0.8646399,2576,187,1167,469,-646.0298
225,3160.4469,413,2248.3612,wetlands,0.6393136,0.3207642,0.8344972,2627,237,1351,578,-871.5995
258.5,2597.5518,538.5,1852.9623,wetlands,0.5292259,0.2214511,0.7576033,2904,400.5,1851,894,-579.8344
374,2674.5044,678,1895.5249,wetlands,0.3575445,0.101416215,0.6337234,2897,649.5,2363.5,1371,-633.0886
242,2973.8338,407.5,2144.488,wetlands,0.61076605,0.30240345,0.82843715,2723,255.5,1458.5,658,-781.8153
310,2352.158,487,1631.8342,wetlands,0.45637482,0.15150796,0.72286373,2424.5,390,1786.5,905,-515.4399
231,3006.8389,425,2187.6917,wetlands,0.69051725,0.36678863,0.88286126,3922,244,1817,718,-785.476
261,2041.7277,637,1224.4195,wetlands,0.61970073,0.3147773,0.8274326,3897,368,2031,915,-463.6554
98,2671.3019,274,1715.253,wetlands,0.6531196,0.3635505,0.80612886,1444,155,674,303,-736.8416
228.5,2122.3154,456.5,1278.1203,wetlands,0.42196107,0.19065191,0.610314,1936,468.5,1316,787,-632.4103
465,2367.0848,652,1641.1869,wetlands,0.5405471,0.2458888,0.6871686,3182,590,1926,949,-521.0021
149,2632.5943,359,1786.1372,wetlands,0.6600471,0.3453355,0.8348214,2466,222,1200,505,-639.3193
178,2145.9646,422,1327.6741,wetlands,0.5607156,0.3069812,0.66531277,2050,412,1087,577,-615.3006
168,3140.4695,483,2247.4428,wetlands,0.67286557,0.38391608,0.8652215,3958,286,1762,774,-853.6681
189,3161.1751,341,2248.0791,wetlands,0.7388694,0.42313203,0.8978979,3476,187,1409,522,-872.078
162,2507.8627,346,1729.9171,wetlands,0.6975074,0.4248227,0.809095,2009,212,811,358,-574.5248
409.5,1536.957042,679,451.1588271,wetlands,0.5075356,0.26448855,0.751634,3551,503.5,2065.5,1160,-373.9495769
267,2120.0598,489,1285.7898,wetlands,0.45731905,0.18940397,0.6728763,2245,439,1530,836,-626.4636
261,1543.882793,426.5,457.6815639,wetlands,0.6788321,0.4117961,0.8348942,2645,238,1102,506,-375.5637169
